id	name	kind	tactics	parent	platforms	summary	status	replaced_by
T1069.001	Local Groups	subtechnique	TA0007	T1069	Linux,macOS,Windows	Adversaries may attempt to find local system groups and permission settings.	active	
T1069.002	Domain Groups	subtechnique	TA0007	T1069	Linux,macOS,Windows	Adversaries may attempt to find domain-level groups and permission settings.	active	
T1069.003	Cloud Groups	subtechnique	TA0007	T1069	SaaS,IaaS,Office Suite,Identity Provider	Adversaries may attempt to find cloud groups and permission settings.	active	
T1070	Indicator Removal	technique	TA0005		Containers,ESXi,Linux,macOS,Network Devices,Office Suite,Windows	Adversaries may selectively delete or modify artifacts generated to reduce indications of their presence and blend in with legitimate activity.	active	
T1070.001	Clear Windows Event Logs	subtechnique	TA0005	T1070	Windows	Adversaries may clear Windows Event Logs to hide the activity of an intrusion.	revoked	T1685.005
T1070.002	Clear Linux or Mac System Logs	subtechnique	TA0005	T1070	Linux,macOS	Adversaries may clear system logs to hide evidence of an intrusion.	revoked	T1685.006
T1070.003	Clear Command History	subtechnique	TA0005	T1070	ESXi,Linux,macOS,Network Devices,Windows	In addition to clearing system logs, an adversary may clear the command history of a compromised account to conceal the actions undertaken during an intrusion.	active	
T1070.004	File Deletion	subtechnique	TA0005	T1070	ESXi,Linux,macOS,Windows	Adversaries may delete files left behind by the actions of their intrusion activity.	active	
T1070.005	Network Share Connection Removal	subtechnique	TA0005	T1070	Windows	Adversaries may remove share connections that are no longer useful in order to clean up traces of their operation.	active	
T1070.006	Timestomp	subtechnique	TA0005	T1070	ESXi,Linux,macOS,Windows	Adversaries may modify file time attributes to hide new files or changes to existing files.	active	
T1070.007	Clear Network Connection History and Configurations	subtechnique	TA0005	T1070	Linux,macOS,Windows,Network Devices	Adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations.	active	
T1070.008	Clear Mailbox Data	subtechnique	TA0005	T1070	Linux,macOS,Office Suite,Windows	Adversaries may modify mail and mail application data to remove evidence of their activity.	active	
T1070.009	Clear Persistence	subtechnique	TA0005	T1070	ESXi,Linux,macOS,Windows	Adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity.	active	
T1070.010	Relocate Malware	subtechnique	TA0005	T1070	Linux,macOS,Network Devices,Windows	Once a payload is delivered, adversaries may reproduce copies of the same malware on the victim system to remove evidence of their presence and/or avoid defenses.	active	
T1071	Application Layer Protocol	technique	TA0011		Linux,macOS,Windows,Network Devices,ESXi	Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic.	active	
T1071.001	Web Protocols	subtechnique	TA0011	T1071	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may communicate using application layer protocols associated with web traffic to avoid detection/network filtering by blending in with existing traffic.	active	
T1071.002	File Transfer Protocols	subtechnique	TA0011	T1071	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may communicate using application layer protocols associated with transferring files to avoid detection/network filtering by blending in with existing traffic.	active	
T1071.003	Mail Protocols	subtechnique	TA0011	T1071	Linux,macOS,Network Devices,Windows	Adversaries may communicate using application layer protocols associated with electronic mail delivery to avoid detection/network filtering by blending in with existing traffic.	active	
T1071.004	DNS	subtechnique	TA0011	T1071	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may communicate using the Domain Name System (DNS) application layer protocol to avoid detection/network filtering by blending in with existing traffic.	active	
T1071.005	Publish/Subscribe Protocols	subtechnique	TA0011	T1071	macOS,Linux,Windows,Network Devices	Adversaries may communicate using publish/subscribe (pub/sub) application layer protocols to avoid detection/network filtering by blending in with existing traffic.	active	
T1072	Software Deployment Tools	technique	TA0002,TA0008		Linux,macOS,Network Devices,SaaS,Windows	Adversaries may gain access to and use centralized software suites installed within an enterprise to execute commands and move laterally through the network.	active	
T1073	DLL Side-Loading	technique	TA0005		Windows	Programs may specify DLLs that are loaded at runtime.	revoked	T1574.002
T1074	Data Staged	technique	TA0009		ESXi,IaaS,Linux,macOS,Windows	Adversaries may stage collected data in a central location or directory prior to Exfiltration.	active	
T1074.001	Local Data Staging	subtechnique	TA0009	T1074	ESXi,Linux,macOS,Windows	Adversaries may stage collected data in a central location or directory on the local system prior to Exfiltration.	active	
T1074.002	Remote Data Staging	subtechnique	TA0009	T1074	ESXi,IaaS,Linux,macOS,Windows	Adversaries may stage data collected from multiple systems in a central location or directory on one system prior to Exfiltration.	active	
T1075	Pass the Hash	technique	TA0008		Windows	Pass the hash (PtH) is a method of authenticating as a user without having access to the user's cleartext password.	revoked	T1550.002
T1076	Remote Desktop Protocol	technique	TA0008		Windows	Remote desktop is a common feature in operating systems.	revoked	T1021.001
T1077	Windows Admin Shares	technique	TA0008		Windows	Windows systems have hidden network shares that are accessible only to administrators and provide the ability for remote file copy and other administrative functions.	revoked	T1021.002
T1078	Valid Accounts	technique	TA0001,TA0003,TA0004,TA0005		Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows	Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.	active	
T1078.001	Default Accounts	subtechnique	TA0001,TA0003,TA0004,TA0005	T1078	Containers,ESXi,IaaS,Identity Provider,Linux,macOS,Network Devices,Office Suite,SaaS,Windows	Adversaries may obtain and abuse credentials of a default account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.	active	
T1078.002	Domain Accounts	subtechnique	TA0001,TA0003,TA0004,TA0005	T1078	ESXi,Linux,macOS,Windows	Adversaries may obtain and abuse credentials of a domain account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.	active	
T1078.003	Local Accounts	subtechnique	TA0001,TA0003,TA0004,TA0005	T1078	Containers,ESXi,Linux,macOS,Network Devices,Windows	Adversaries may obtain and abuse credentials of a local account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.	active	
T1078.004	Cloud Accounts	subtechnique	TA0001,TA0003,TA0004,TA0005	T1078	IaaS,Identity Provider,Office Suite,SaaS	Valid accounts in cloud environments may allow adversaries to perform actions to achieve Initial Access, Persistence, Privilege Escalation, or Defense Evasion.	active	
T1079	Multilayer Encryption	technique	TA0011		Linux,macOS,Windows	An adversary performs C2 communications using multiple layers of encryption, typically (but not exclusively) tunneling a custom encryption scheme within a protocol encryption scheme such as HTTPS or SMTPS.	revoked	T1573
T1080	Taint Shared Content	technique	TA0008		Windows,SaaS,Linux,macOS,Office Suite	Adversaries may deliver payloads to remote systems by adding content to shared storage locations, such as network drives or internal code repositories.	active	
T1081	Credentials in Files	technique	TA0006		Windows,IaaS,Linux,macOS	Adversaries may search local file systems and remote file shares for files containing passwords.	revoked	T1552.001
T1082	System Information Discovery	technique	TA0007		ESXi,IaaS,Linux,macOS,Network Devices,Windows	An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture.	active	
T1083	File and Directory Discovery	technique	TA0007		ESXi,Linux,macOS,Network Devices,Windows	Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system.	active	
T1084	Windows Management Instrumentation Event Subscription	technique	TA0003		Windows	Windows Management Instrumentation (WMI) can be used to install event filters, providers, consumers, and bindings that execute code when a defined event occurs.	revoked	T1546.003
T1085	Rundll32	technique	TA0002,TA0005		Windows	The rundll32.exe program can be called to execute an arbitrary binary.	revoked	T1218.011
T1086	PowerShell	technique	TA0002		Windows	PowerShell is a powerful interactive command-line interface and scripting environment included in the Windows operating system.	revoked	T1059.001
T1087	Account Discovery	technique	TA0007		ESXi,IaaS,Identity Provider,Linux,macOS,Office Suite,SaaS,Windows	Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment.	active	
T1087.001	Local Account	subtechnique	TA0007	T1087	ESXi,Linux,macOS,Windows	Adversaries may attempt to get a listing of local system accounts.	active	
